ID,label,label0,label1,label2,label3,label4
3800,7,4,4,4,4,4
3801,1,0,0,0,0,0
3802,4,0,0,0,0,0
3803,8,4,4,4,4,4
3804,9,0,0,6,6,0
3805,2,2,2,2,2,2
3806,0,5,5,5,5,5
3807,5,0,0,0,0,0
3808,9,9,9,9,9,9
3809,4,0,0,0,0,0
3810,3,3,3,3,3,3
3811,6,9,9,9,9,9
3812,2,2,2,2,2,2
3813,5,4,4,4,6,4
3814,5,8,8,8,8,8
3815,5,3,3,3,3,3
3816,8,0,0,0,0,0
3817,1,7,7,7,7,7
3818,4,2,2,2,2,4
3819,5,0,0,0,0,0
3820,6,9,9,9,9,9
3821,4,9,9,9,9,9
3822,8,7,7,7,7,7
3823,6,6,6,6,6,6
3824,6,0,0,0,0,0
3825,6,3,3,3,3,3
3826,6,3,3,3,3,3
3827,7,5,5,5,5,5
3828,8,6,4,6,6,6
3829,5,0,0,0,0,0
3830,9,4,4,4,4,4
3831,5,7,7,7,7,7
3832,1,3,2,2,3,3
3833,8,9,9,9,9,9
3834,9,1,1,1,1,1
3835,2,0,0,0,0,0
3836,8,3,3,3,3,3
3837,7,4,4,4,4,4
3838,3,2,2,2,2,2
3839,5,9,9,9,9,9
3840,3,7,7,7,7,7
3841,2,3,3,3,3,3
3842,7,9,9,9,9,9
3843,4,2,2,2,2,2
3844,3,9,9,9,9,9
3845,2,9,9,9,9,9
3846,2,2,2,2,2,2
3847,4,8,8,8,8,8
3848,3,0,0,0,0,0
3849,7,0,0,6,6,6
3850,8,1,1,1,1,1
3851,9,6,4,2,6,6
3852,0,9,9,9,9,9
3853,8,4,4,4,2,4
3854,7,2,2,2,2,2
3855,8,2,2,2,2,6
3856,5,2,2,2,2,2
3857,2,4,4,4,4,6
3858,1,4,4,4,4,4
3859,0,4,4,4,4,4
3860,8,4,4,4,4,4
3861,1,8,8,8,8,8
3862,9,5,5,5,5,5
3863,8,4,4,4,4,4
3864,5,9,9,9,9,9
3865,4,1,1,1,1,1
3866,5,9,9,9,9,9
3867,2,9,9,9,9,9
3868,9,8,8,8,8,8
3869,2,4,4,4,4,4
3870,0,6,6,6,6,6
3871,4,3,3,3,3,3
3872,6,1,1,1,1,1
3873,3,9,9,9,9,9
3874,4,0,0,0,0,0
3875,5,3,3,3,3,3
3876,1,4,4,4,4,4
3877,0,3,3,3,3,3
3878,8,1,1,1,1,1
3879,5,2,2,2,2,2
3880,1,3,3,3,3,3
3881,4,6,6,6,6,6
3882,9,7,7,7,7,7
3883,5,0,0,3,0,0
3884,5,3,3,3,3,3
3885,3,0,0,0,0,6
3886,0,2,2,2,2,2
3887,9,2,2,2,2,2
3888,9,5,5,5,5,5
3889,4,9,9,9,9,9
3890,0,2,2,2,2,2
3891,6,3,3,3,3,6
3892,4,5,5,5,5,5
3893,1,1,1,1,1,1
3894,4,7,7,7,7,7
3895,9,6,0,0,0,6
3896,9,2,2,2,2,2
3897,8,2,2,2,2,2
3898,1,5,5,5,5,5
3899,2,4,4,4,4,6
3900,7,4,4,4,4,4
3901,6,5,5,5,5,5
3902,7,3,3,3,3,4
3903,5,2,2,2,2,2
3904,8,4,4,4,4,4
3905,7,6,4,6,6,6
3906,7,0,0,6,0,0
3907,0,4,6,6,6,6
3908,0,0,0,0,0,0
3909,7,3,3,3,3,3
3910,5,2,2,2,2,2
3911,1,5,5,5,5,5
3912,4,3,3,3,3,3
3913,0,4,4,4,4,4
3914,2,0,0,3,0,3
3915,0,5,5,5,5,5
3916,0,7,7,7,7,7
3917,2,2,2,2,2,2
3918,5,0,0,0,0,0
3919,5,1,1,1,1,1
3920,4,8,8,8,8,8
3921,5,2,2,2,2,2
3922,4,5,5,5,5,5
3923,1,1,1,1,1,1
3924,1,6,3,3,6,3
3925,5,6,6,6,6,6
3926,6,5,5,5,5,5
3927,3,9,9,9,9,9
3928,0,0,0,0,0,0
3929,8,2,2,2,2,2
3930,0,5,5,5,5,5
3931,2,8,8,8,8,8
3932,7,0,0,0,0,0
3933,7,5,5,5,5,5
3934,8,1,1,1,1,1
3935,2,8,8,8,8,8
3936,1,5,5,5,5,5
3937,0,7,7,7,7,7
3938,4,8,8,8,8,8
3939,2,0,0,0,0,0
3940,7,7,7,7,7,7
3941,1,7,7,7,7,7
3942,6,8,8,8,8,8
3943,7,7,7,7,7,7
3944,6,1,1,1,1,1
3945,4,7,7,7,7,7
3946,9,7,7,7,7,7
3947,1,3,3,3,3,3
3948,9,8,8,8,8,8
3949,6,5,5,5,5,5
3950,1,9,9,9,9,9
3951,8,6,6,6,6,6
3952,1,6,6,6,6,6
3953,4,7,7,7,7,7
3954,6,9,9,9,9,9
3955,4,1,1,1,1,1
3956,2,0,0,0,0,0
3957,3,5,5,5,5,5
3958,1,2,2,2,2,2
3959,2,0,0,0,0,0
3960,1,3,3,3,3,3
3961,8,3,3,3,3,3
3962,7,0,6,0,6,0
3963,5,7,7,7,7,7
3964,1,2,2,2,2,2
3965,6,6,4,6,4,4
3966,7,2,2,2,2,2
3967,7,4,4,4,4,4
3968,3,7,7,7,7,7
3969,3,3,3,3,3,3
3970,1,2,2,2,2,2
3971,9,8,8,8,8,8
3972,2,8,8,8,8,8
3973,3,7,7,7,7,7
3974,0,2,2,2,2,2
3975,7,4,4,4,4,4
3976,3,3,3,4,3,4
3977,4,3,3,3,3,3
3978,9,2,2,2,2,2
3979,7,0,0,0,0,0
3980,1,3,6,6,4,3
3981,8,7,7,7,7,7
3982,5,6,6,6,6,0
3983,7,9,9,9,9,9
3984,8,8,8,8,8,8
3985,0,0,0,0,0,0
3986,7,0,0,6,0,0
3987,5,0,0,0,0,0
3988,0,8,8,8,8,8
3989,2,9,9,9,9,9
3990,1,5,5,5,5,5
3991,6,6,4,4,2,4
3992,3,2,2,2,2,2
3993,8,3,6,6,3,3
3994,1,1,1,1,1,1
3995,9,0,0,0,0,0
3996,4,3,3,3,3,3
3997,4,9,9,9,9,9
3998,5,9,9,9,9,9
3999,7,0,0,0,0,0
4000,2,9,9,9,9,9
4001,6,3,4,4,4,4
4002,4,7,7,7,7,7
4003,7,1,1,1,1,1
4004,2,4,4,4,4,4
4005,2,4,4,4,4,4
4006,7,1,1,1,1,1
4007,4,6,6,6,6,6
4008,6,1,1,1,1,1
4009,1,7,7,7,7,7
4010,0,1,1,1,1,1
4011,0,2,2,2,2,2
4012,4,9,9,9,9,9
4013,9,6,6,6,6,6
4014,1,7,7,7,7,7
4015,2,1,1,1,1,1
4016,0,1,1,1,1,1
4017,3,7,7,7,7,7
4018,7,1,1,1,1,1
4019,9,9,9,9,9,9
4020,9,1,1,1,1,1
4021,4,7,7,7,7,7
4022,7,5,5,5,5,5
4023,6,0,0,0,0,0
4024,0,0,0,0,0,0
4025,4,1,1,1,1,1
4026,7,6,6,6,6,0
4027,4,4,4,6,4,4
4028,2,2,2,2,2,2
4029,4,4,4,4,4,4
4030,3,5,5,5,5,5
4031,7,7,7,7,7,7
4032,7,4,4,4,4,4
4033,5,1,1,1,1,1
4034,0,3,3,3,3,3
4035,5,9,9,9,9,9
4036,6,4,4,6,4,4
4037,3,4,4,4,4,4
4038,0,3,3,3,3,3
4039,2,7,7,7,7,7
4040,5,6,6,6,6,6
4041,1,6,6,6,6,6
4042,2,8,8,8,8,8
4043,4,8,8,8,8,8
4044,0,8,8,8,8,8
4045,4,9,9,9,9,9
4046,8,3,3,3,3,3
4047,8,0,0,0,6,0
4048,6,2,2,2,2,2
4049,7,8,8,8,8,8
4050,4,4,4,4,4,4
4051,8,8,8,8,8,8
4052,9,3,3,3,3,3
4053,5,6,0,6,6,6
4054,4,6,6,6,6,6
4055,3,2,2,4,2,6
4056,2,0,2,2,2,0
4057,2,3,4,4,3,4
4058,5,6,6,6,6,6
4059,9,6,3,3,3,3
4060,9,0,0,0,3,0
4061,0,0,0,0,0,0
4062,1,6,6,6,6,6
4063,7,8,8,8,8,8
4064,2,0,0,0,0,0
4065,5,8,8,8,8,8
4066,7,7,7,7,7,7
4067,6,1,1,1,1,1
4068,1,8,8,8,8,8
4069,7,9,9,9,9,9
4070,6,9,9,9,9,9
4071,2,9,9,9,9,9
4072,1,3,3,3,3,3
4073,2,4,4,4,4,4
4074,8,2,2,2,2,2
4075,3,6,6,6,6,6
4076,1,8,8,8,8,8
4077,0,8,8,8,8,8
4078,3,5,5,5,5,5
4079,7,5,5,5,5,5
4080,3,4,4,4,4,4
4081,0,4,4,4,4,4
4082,4,6,4,6,6,6
4083,7,0,0,0,0,0
4084,0,9,9,9,9,9
4085,3,9,9,7,9,9
4086,8,8,8,8,8,8
4087,9,0,0,0,0,0
4088,2,9,9,9,9,9
4089,5,0,0,6,6,6
4090,5,4,4,4,4,4
4091,6,7,7,7,7,7
4092,3,3,0,3,3,3
4093,7,3,3,3,3,3
4094,7,6,6,6,6,6
4095,3,4,4,4,4,4
4096,0,3,3,3,3,3
4097,2,0,0,0,0,0
4098,0,4,4,4,4,4
4099,7,8,8,8,8,8
4100,9,8,8,8,8,8
4101,3,5,5,5,5,5
4102,7,9,9,9,9,9
4103,9,8,8,8,8,8
4104,3,9,9,9,9,9
4105,8,5,5,5,5,5
4106,9,5,5,5,5,5
4107,8,1,1,1,1,1
4108,5,1,1,1,1,1
4109,5,6,6,6,6,6
4110,5,5,5,5,5,5
4111,7,6,6,6,6,6
4112,2,1,1,1,1,1
4113,0,0,0,0,0,0
4114,5,4,4,4,4,4
4115,5,2,2,2,2,2
4116,3,6,6,6,6,6
4117,9,9,9,9,9,9
4118,6,7,7,7,7,7
4119,4,0,0,0,0,0
4120,7,7,7,7,7,7
4121,5,0,0,0,0,0
4122,2,2,2,2,2,2
4123,9,8,8,8,8,8
4124,5,9,9,9,9,9
4125,8,3,3,3,3,3
4126,1,5,5,5,5,5
4127,3,0,0,0,0,0
4128,2,4,4,4,4,4
4129,8,0,0,2,0,0
4130,1,1,1,1,1,1
4131,1,0,0,0,0,0
4132,7,4,4,4,4,4
4133,1,3,3,4,3,3
4134,0,6,0,6,6,6
4135,1,1,1,1,1,1
4136,9,7,7,7,7,7
4137,3,3,3,3,3,3
4138,3,9,9,9,9,9
4139,4,5,5,5,5,5
4140,7,6,6,6,6,6
4141,1,3,3,3,3,3
4142,1,2,2,2,2,2
4143,9,6,6,6,6,6
4144,4,2,4,2,2,6
4145,5,1,1,1,1,1
4146,6,7,7,7,7,7
4147,4,6,6,6,2,6
4148,8,8,8,8,8,8
4149,1,0,0,0,0,0
4150,8,2,2,2,2,2
4151,5,9,9,9,9,9
4152,0,0,0,0,0,0
4153,3,2,2,2,2,2
4154,2,9,9,9,9,9
4155,3,0,0,0,0,0
4156,0,0,4,4,4,3
4157,3,9,9,9,9,9
4158,9,9,9,9,9,9
4159,9,3,3,3,3,3
4160,7,3,3,3,3,3
4161,2,8,8,8,8,8
4162,4,8,8,8,8,8
4163,2,2,2,2,2,2
4164,5,7,5,7,7,7
4165,7,8,8,8,8,8
4166,3,8,8,8,8,8
4167,7,8,8,8,8,8
4168,3,1,1,1,1,1
4169,5,9,9,9,9,9
4170,0,1,1,1,1,1
4171,7,8,8,8,8,8
4172,6,0,0,0,0,6
4173,8,3,3,3,3,3
4174,4,5,5,5,5,5
4175,0,0,0,0,0,0
4176,6,5,5,5,5,5
4177,9,9,9,9,9,9
4178,5,2,2,2,2,6
4179,5,1,1,1,1,1
4180,7,3,3,3,4,3
4181,0,8,8,8,8,8
4182,2,7,7,7,7,7
4183,9,9,9,9,9,9
4184,3,8,8,8,8,8
4185,6,6,6,6,6,6
4186,6,0,0,3,0,0
4187,9,0,0,0,0,0
4188,5,7,7,7,7,7
4189,3,1,1,1,1,1
4190,2,7,7,7,7,7
4191,8,9,9,9,9,9
4192,5,6,6,6,6,6
4193,0,3,3,3,3,3
4194,9,0,0,6,3,3
4195,7,2,2,2,2,2
4196,8,8,8,8,8,8
4197,3,5,5,5,5,5
4198,5,2,2,6,2,4
4199,6,1,1,1,1,1
4200,7,5,5,5,5,5
4201,8,4,4,4,4,4
4202,7,3,3,3,3,3
4203,6,1,1,1,1,1
4204,8,9,9,9,9,9
4205,3,1,3,1,3,3
4206,6,0,0,0,0,0
4207,1,3,3,3,3,3
4208,6,8,8,8,8,8
4209,4,9,9,9,9,9
4210,4,9,9,9,9,9
4211,6,4,4,4,4,4
4212,7,3,0,0,3,0
4213,4,2,2,2,2,2
4214,3,5,5,5,5,5
4215,5,0,3,6,0,6
4216,6,0,0,0,0,0
4217,6,6,6,6,6,6
4218,6,3,3,3,3,3
4219,6,3,3,3,3,3
4220,3,8,8,8,8,8
4221,9,8,8,8,8,8
4222,6,3,3,3,3,3
4223,7,0,0,0,0,0
4224,1,4,4,4,4,4
4225,3,9,9,9,9,9
4226,9,1,1,1,1,1
4227,3,4,4,3,4,4
4228,9,1,1,1,1,1
4229,7,4,4,4,4,4
4230,9,4,4,4,4,4
4231,6,9,9,9,9,9
4232,9,6,6,6,6,6
4233,8,2,2,6,2,6
4234,2,6,6,6,6,6
4235,7,9,9,9,9,9
4236,1,5,5,5,5,5
4237,7,9,9,9,9,9
4238,4,4,4,4,4,4
4239,8,1,1,1,1,1
4240,2,4,4,4,4,4
4241,5,8,8,8,8,8
4242,6,8,8,8,8,8
4243,3,0,0,6,6,6
4244,7,6,6,6,6,6
4245,8,7,7,7,7,7
4246,4,0,0,0,0,0
4247,7,4,4,4,4,4
4248,5,2,2,2,6,2
4249,6,5,5,5,5,5
4250,6,3,3,3,3,3
4251,2,2,2,2,2,2
4252,7,8,8,8,8,8
4253,5,1,1,1,1,1
4254,4,4,4,4,4,4
4255,6,0,0,0,0,0
4256,3,6,6,6,6,6
4257,9,3,3,3,3,3
4258,2,1,1,1,1,1
4259,6,9,9,9,9,9
4260,9,6,6,6,6,6
4261,9,2,2,6,4,2
4262,9,5,5,5,5,5
4263,7,5,5,5,5,5
4264,5,9,9,9,9,9
4265,5,9,9,9,9,9
4266,4,2,2,2,2,2
4267,9,9,9,9,9,9
4268,3,3,3,3,3,3
4269,1,7,7,7,7,7
4270,0,0,0,0,0,0
4271,2,3,3,3,3,3
4272,1,5,5,5,5,5
4273,5,1,1,1,1,1
4274,7,6,0,6,6,6
4275,5,7,7,7,7,7
4276,8,3,3,3,3,3
4277,4,5,5,5,5,5
4278,6,9,9,9,9,9
4279,9,9,9,9,9,9
4280,4,1,1,1,1,1
4281,0,6,6,6,6,6
4282,1,4,4,4,4,4
4283,6,4,4,4,4,4
4284,0,2,4,2,2,6
4285,4,0,0,0,0,0
4286,4,2,2,2,2,2
4287,5,7,7,7,7,7
4288,6,0,0,0,0,0
4289,0,8,8,8,8,8
4290,0,5,5,5,5,5
4291,2,6,6,6,6,6
4292,4,0,0,0,0,6
4293,2,3,3,3,3,3
4294,4,4,4,4,4,4
4295,9,6,6,6,6,6
4296,9,4,4,6,4,4
4297,2,5,5,5,5,5
4298,5,6,6,6,6,6
4299,6,7,7,7,7,7
4300,9,2,2,2,2,2
4301,5,1,1,1,1,1
4302,3,3,3,3,3,3
4303,5,5,5,5,5,5
4304,0,8,8,8,8,8
4305,6,7,7,7,7,7
4306,5,3,3,3,3,3
4307,8,5,5,5,5,5
4308,0,3,3,3,3,3
4309,4,8,8,8,8,8
4310,1,8,8,8,8,8
4311,3,9,9,9,9,9
4312,9,8,8,8,8,8
4313,1,5,5,5,5,5
4314,6,0,0,0,0,6
4315,1,9,9,9,9,9
4316,1,8,8,8,8,8
4317,2,3,3,3,3,3
4318,1,3,3,3,3,3
4319,1,1,1,1,1,1
4320,7,4,4,4,4,4
4321,7,0,0,0,0,0
4322,0,1,1,1,1,1
4323,8,0,0,0,0,0
4324,2,0,0,0,0,0
4325,7,9,9,9,9,9
4326,5,4,2,4,4,4
4327,0,3,3,3,3,3
4328,1,5,5,5,5,5
4329,7,9,9,9,9,9
4330,2,8,8,8,8,8
4331,6,4,4,4,4,4
4332,4,8,8,8,8,8
4333,1,8,8,8,8,8
4334,3,0,0,0,0,0
4335,8,5,5,5,5,5
4336,6,3,0,3,3,3
4337,5,4,4,4,4,4
4338,1,5,5,5,5,5
4339,0,1,1,1,1,1
4340,0,2,2,2,2,2
4341,9,2,2,4,2,4
4342,0,8,8,8,8,8
4343,7,6,6,6,6,6
4344,9,5,5,5,5,5
4345,0,0,0,0,0,0
4346,3,5,5,5,5,5
4347,0,9,9,9,9,9
4348,0,0,0,0,0,0
4349,0,9,9,9,9,9
4350,0,1,1,1,1,1
4351,6,7,7,7,7,7
4352,6,2,2,2,2,2
4353,8,0,0,0,0,0
4354,1,4,4,4,4,4
4355,0,0,0,0,0,0
4356,9,6,6,6,6,6
4357,5,9,9,9,9,9
4358,2,2,2,2,2,2
4359,3,8,8,8,8,8
4360,0,3,3,3,3,3
4361,1,3,3,3,3,3
4362,9,0,0,0,0,0
4363,6,8,8,8,8,8
4364,7,2,2,2,2,2
4365,2,8,8,8,8,8
4366,8,0,0,6,0,0
4367,2,9,9,9,9,9
4368,4,7,7,7,7,7
4369,0,6,6,6,6,4
4370,3,2,2,2,2,2
4371,9,7,7,7,7,7
4372,9,6,2,2,2,2
4373,5,3,6,4,6,3
4374,8,9,9,9,9,9
4375,0,4,4,4,4,4
4376,4,4,4,2,4,4
4377,9,0,0,0,0,0
4378,4,9,9,9,9,9
4379,9,0,0,0,0,0
4380,6,1,1,1,1,1
4381,2,2,2,2,2,2
4382,0,8,8,8,8,8
4383,6,3,3,3,3,3
4384,6,8,8,8,8,8
4385,8,5,5,5,5,5
4386,6,3,3,3,3,3
4387,9,1,1,1,1,1
4388,2,2,2,2,2,2
4389,4,1,1,1,1,1
4390,9,4,4,4,4,4
4391,1,8,8,8,8,8
4392,1,8,8,8,8,8
4393,1,3,3,3,3,3
4394,7,7,7,7,7,7
4395,0,2,2,2,2,2
4396,0,9,9,9,9,9
4397,0,8,8,8,8,8
4398,4,4,4,4,4,4
4399,4,1,1,1,1,1
4400,4,1,1,1,1,1
4401,8,9,9,9,9,9
4402,9,0,0,0,0,0
4403,9,1,1,1,1,1
4404,1,2,2,2,2,2
4405,4,4,4,4,4,4
4406,7,4,4,4,4,4
4407,9,1,1,1,1,1
4408,2,9,9,9,9,9
4409,5,5,5,5,5,5
4410,2,4,4,4,4,4
4411,0,9,9,9,9,9
4412,1,2,2,4,2,2
4413,3,8,8,8,8,8
4414,4,7,7,7,7,7
4415,3,4,4,4,4,4
4416,6,2,6,6,6,2
4417,5,7,7,7,7,7
4418,6,6,4,6,2,6
4419,1,5,5,5,5,5
4420,2,0,0,0,0,0
4421,7,8,8,8,8,8
4422,7,7,7,7,7,7
4423,9,0,0,0,0,0
4424,1,1,1,1,1,1
4425,7,2,2,2,2,6
4426,2,5,5,5,5,5
4427,8,0,0,0,0,0
4428,6,9,9,9,9,9
4429,0,7,7,7,7,7
4430,3,8,8,8,8,8
4431,4,0,0,0,0,0
4432,1,8,8,6,3,8
4433,9,7,7,7,7,7
4434,3,5,5,5,5,5
4435,0,8,8,8,8,8
4436,4,1,1,1,1,1
4437,7,2,2,2,2,4
4438,4,8,8,8,8,8
4439,0,3,4,4,4,4
4440,9,8,8,8,8,8
4441,9,0,0,0,0,0
4442,8,6,6,6,6,6
4443,9,4,4,3,3,3
4444,5,0,0,0,0,0
4445,1,9,9,9,9,9
4446,8,8,8,8,8,8
4447,8,4,4,4,4,4
4448,1,1,1,1,1,1
4449,3,2,2,2,2,2
4450,4,8,8,8,8,8
4451,9,4,4,4,4,4
4452,0,0,0,0,0,0
4453,4,1,1,1,1,1
4454,7,8,8,8,8,8
4455,9,3,3,3,3,3
4456,8,8,8,8,8,8
4457,2,7,7,7,7,7
4458,2,3,3,3,3,3
4459,8,2,2,2,2,6
4460,3,0,0,0,0,0
4461,2,2,2,2,2,2
4462,8,9,9,9,9,9
4463,0,1,1,1,1,1
4464,3,8,8,8,8,8
4465,4,6,4,6,6,6
4466,4,6,6,6,6,6
4467,5,0,0,0,0,0
4468,5,5,5,5,5,5
4469,2,0,0,0,0,0
4470,0,7,7,7,7,7
4471,8,5,5,5,5,5
4472,3,1,1,1,1,1
4473,3,2,2,2,2,2
4474,1,6,6,6,6,6
4475,3,2,2,2,2,2
4476,2,3,3,3,3,3
4477,9,3,3,3,3,3
4478,8,8,8,8,8,8
4479,4,0,0,6,0,6
4480,3,6,6,6,6,6
4481,8,0,0,0,0,0
4482,9,9,9,9,9,9
4483,6,2,2,2,2,2
4484,1,4,4,4,4,4
4485,1,1,1,1,1,1
4486,0,1,1,1,1,1
4487,2,1,1,1,1,1
4488,5,3,3,3,3,3
4489,9,0,0,0,0,0
4490,8,3,3,3,3,3
4491,8,4,4,4,4,4
4492,8,0,0,0,0,0
4493,0,6,6,6,6,6
4494,2,5,5,5,5,5
4495,2,7,7,7,7,7
4496,2,0,0,0,0,0
4497,1,5,5,5,5,5
4498,1,4,4,4,4,4
4499,9,5,5,5,5,5
4500,5,8,8,8,8,8
4501,9,3,3,3,3,3
4502,1,9,9,9,9,9
4503,0,7,7,7,7,7
4504,9,7,7,7,7,7
4505,5,3,3,3,3,3
4506,6,5,5,5,5,5
4507,1,9,9,9,9,9
4508,2,0,0,6,0,6
4509,3,6,6,6,6,6
4510,1,4,4,4,4,4
4511,0,3,3,3,3,3
4512,4,8,8,8,8,8
4513,8,4,4,4,4,4
4514,0,5,5,5,5,5
4515,6,0,0,0,0,0
4516,6,7,7,7,7,7
4517,5,6,0,6,6,6
4518,6,5,5,5,5,5
4519,4,5,5,5,5,5
4520,3,7,7,7,7,7
4521,2,3,3,3,3,3
4522,5,4,4,2,4,4
4523,8,1,1,1,1,1
4524,2,8,8,8,8,8
4525,1,7,7,7,7,7
4526,4,3,3,3,3,3
4527,8,3,3,3,3,3
4528,6,6,6,6,6,6
4529,1,3,3,3,3,3
4530,0,5,5,5,5,5
4531,6,7,7,7,7,7
4532,0,1,1,1,1,1
4533,1,1,1,1,1,1
4534,2,4,4,4,4,4
4535,1,7,7,7,7,7
4536,0,0,0,0,6,6
4537,4,2,2,2,2,2
4538,1,7,7,7,7,7
4539,4,3,3,3,3,3
4540,3,7,7,7,7,7
4541,1,0,3,3,0,3
4542,5,3,3,3,3,3
4543,4,8,8,8,8,8
4544,7,5,5,5,5,5
4545,8,0,0,0,0,0
4546,1,9,9,9,9,9
4547,7,6,4,6,6,6
4548,8,0,0,0,0,0
4549,5,8,8,8,8,8
4550,7,8,8,8,8,8
4551,4,2,2,2,2,2
4552,3,9,9,9,9,9
4553,0,4,4,4,4,4
4554,6,7,7,7,7,7
4555,2,6,6,6,6,6
4556,5,6,0,6,6,6
4557,6,1,1,1,1,1
4558,2,3,3,3,3,3
4559,5,0,0,0,0,0
4560,1,6,6,6,6,6
4561,0,9,9,9,9,9
4562,2,7,7,7,7,7
4563,1,2,2,2,2,2
4564,7,1,1,1,1,1
4565,9,3,3,4,3,3
4566,4,0,0,0,0,0
4567,5,0,0,0,0,0
4568,1,0,0,0,0,0
4569,7,4,4,4,4,4
4570,5,3,4,4,4,4
4571,2,7,7,7,7,7
4572,6,9,9,9,9,9
4573,9,7,7,7,7,7
4574,5,2,2,2,2,2
4575,5,1,1,1,1,1
4576,0,8,8,8,8,8
4577,5,4,6,4,6,4
4578,4,5,5,5,5,5
4579,4,9,9,9,9,9
4580,4,9,9,9,9,9
4581,4,9,9,9,9,7
4582,2,6,6,6,6,6
4583,5,9,9,9,9,9
4584,6,9,9,9,9,9
4585,7,4,4,4,4,4
4586,2,6,6,6,6,6
4587,7,7,7,7,7,7
4588,0,7,7,7,7,7
4589,5,2,2,2,2,2
4590,2,8,8,8,8,8
4591,9,5,5,5,5,5
4592,4,8,8,8,8,8
4593,9,7,7,7,7,7
4594,7,3,3,3,3,3
4595,3,3,3,3,3,3
4596,9,9,9,9,9,9
4597,9,9,9,9,9,9
4598,9,1,1,1,1,1
4599,4,2,2,2,2,2
4600,6,7,7,7,7,7
4601,7,8,8,8,8,8
4602,1,7,7,7,7,7
4603,8,8,8,8,8,8
4604,1,8,8,8,8,8
4605,4,1,1,1,1,1
4606,1,4,3,4,4,6
4607,1,9,9,9,9,9
4608,7,3,0,6,6,6
4609,1,3,4,4,3,4
4610,6,1,1,1,1,1
4611,1,9,9,9,9,9
4612,2,0,0,0,0,0
4613,9,6,4,6,6,6
4614,3,0,0,0,0,0
4615,7,1,1,1,1,1
4616,1,7,7,7,7,7
4617,9,6,0,6,0,0
4618,6,7,7,7,7,7
4619,4,2,6,2,2,2
4620,7,8,8,8,8,8
4621,5,9,9,9,9,9
4622,5,2,2,2,2,2
4623,0,6,6,6,2,6
4624,6,6,2,2,6,2
4625,1,2,6,2,2,6
4626,6,9,9,9,9,9
4627,0,2,2,2,2,2
4628,0,8,8,8,8,8
4629,2,2,2,2,2,2
4630,8,5,5,5,5,5
4631,3,2,4,2,2,2
4632,8,7,7,7,7,7
4633,6,3,3,3,3,3
4634,6,6,6,6,6,6
4635,1,6,6,6,6,6
4636,6,7,7,7,7,7
4637,3,2,2,2,2,2
4638,6,9,9,9,9,9
4639,0,4,4,4,4,4
4640,0,1,1,1,1,1
4641,9,7,9,7,7,7
4642,6,0,0,0,6,0
4643,8,6,0,6,0,0
4644,9,8,8,8,8,8
4645,4,5,5,5,5,5
4646,4,7,7,7,7,7
4647,4,2,2,2,2,2
4648,9,5,5,5,5,5
4649,6,2,2,2,2,2
4650,4,1,1,1,1,1
4651,4,3,3,3,3,3
4652,5,8,8,8,8,8
4653,3,3,3,3,3,3
4654,1,7,7,7,7,7
4655,4,3,0,3,0,3
4656,5,3,3,3,3,3
4657,8,7,7,7,7,7
4658,9,9,9,9,9,9
4659,2,4,4,4,4,4
4660,6,1,1,1,1,1
4661,9,5,5,5,5,5
4662,0,2,2,2,2,2
4663,3,5,5,5,5,5
4664,2,3,3,3,3,3
4665,3,8,8,8,8,8
4666,8,1,1,1,1,1
4667,7,3,3,3,3,3
4668,8,5,5,5,5,5
4669,2,4,4,4,4,4
4670,7,7,7,7,7,7
4671,7,9,9,9,9,9
4672,0,1,1,1,1,1
4673,5,1,1,1,1,1
4674,0,1,1,1,1,1
4675,3,9,9,9,9,9
4676,6,0,0,6,6,0
4677,2,8,8,8,8,8
4678,3,2,2,2,2,2
4679,5,3,3,3,4,3
4680,8,4,4,4,4,4
4681,0,2,2,2,2,2
4682,3,2,6,6,6,6
4683,7,8,8,8,8,8
4684,4,4,4,4,4,4
4685,9,6,0,6,0,6
4686,9,7,7,7,7,7
4687,2,4,4,4,4,4
4688,9,3,3,3,3,3
4689,8,5,5,5,5,5
4690,4,2,2,6,2,6
4691,5,5,5,5,5,5
4692,8,6,6,6,6,6
4693,6,7,7,7,7,7
4694,5,1,1,1,1,1
4695,8,1,1,1,1,1
4696,7,3,3,3,3,3
4697,0,2,2,2,2,2
4698,0,1,1,1,1,1
4699,0,5,5,5,5,5
4700,5,6,6,6,2,6
4701,6,0,0,0,0,6
4702,9,4,4,6,4,4
4703,7,4,4,4,4,4
4704,9,7,7,7,7,7
4705,1,8,8,8,8,8
4706,9,6,6,6,6,6
4707,2,0,0,0,0,0
4708,2,5,5,5,5,5
4709,1,4,4,4,4,4
4710,5,9,9,9,9,9
4711,5,7,7,7,7,7
4712,2,0,0,0,0,0
4713,2,9,9,9,9,9
4714,4,8,8,8,8,8
4715,5,2,2,2,2,2
4716,8,1,1,1,1,1
4717,2,6,6,6,6,6
4718,3,7,7,7,7,7
4719,2,3,3,3,3,3
4720,9,2,2,6,2,2
4721,6,0,0,0,0,0
4722,6,8,8,8,8,8
4723,1,2,2,2,2,2
4724,0,5,5,5,5,5
4725,8,3,3,3,3,3
4726,9,3,3,3,3,3
4727,3,1,1,1,1,1
4728,9,6,4,6,6,6
4729,4,3,3,3,3,3
4730,6,5,5,5,5,5
4731,0,2,6,6,2,6
